都道府県,高校名,郵便番号,住所,学校独自URL
徳島県,徳島中央高等学校（通信制）,770-0006,徳島県 徳島市北矢三町1-3-8,http://tokushimachuo.tokushima-ec.ed.jp/
徳島県,鳴門渦潮高等学校,772-0032,徳島県 鳴門市大津町吉永595,http://narutouzushio-hs.tokushima-ec.ed.jp/
徳島県,吉野川高等学校,776-0005,徳島県 吉野川市鴨島町喜来681-9,http://yoshinogawa-hs.tokushima-ec.ed.jp/
徳島県,富岡東高等学校（定時制）,774-0011,徳島県 阿南市領家町走寄102-2,http://tomiokahigashiteiji-hs.tokushima-ec.ed.jp/
徳島県,徳島北高等学校,771-1153,徳島県 徳島市応神町吉成字中ノ瀬40-6,https://tokushimakita-hs.tokushima-ec.ed.jp/
徳島県,名西高等学校（定時制）,779-3233,徳島県 名西郡石井町石井石井21-11,http://myozai-phs.tokushima-ec.ed.jp/
徳島県,香蘭高等学校,770-0806,徳島県 徳島市北前川町2-8,https://kouran-kou.jp/
愛媛県,今治精華高等学校,794-0055,愛媛県 今治市中日吉町2-1-34,https://highschool.imabariseika.ac.jp/
愛媛県,済美高等学校,790-8560,愛媛県 松山市湊町7-9-1,https://www.saibi.ac.jp
愛媛県,愛光高等学校,791-8501,愛媛県 松山市衣山5-1610-1,https://www.aiko.ed.jp/
愛媛県,Ｎ高等学校・Ｓ高等学校　松山キャンパス（通信制）,790-0011,愛媛県 松山市千舟町5-5-3EME松山千舟町ビル4階,
愛媛県,ＦＣ今治高等学校明徳校,794-0054,愛媛県 今治市北日吉町1-4-47,http://www.meitokuhonko.com/
愛媛県,三崎高等学校,796-0801,愛媛県 西宇和郡伊方町三崎511,https://ehm-misaki-h.esnet.ed.jp/
愛媛県,野村高等学校,797-1211,愛媛県 西予市野村町阿下6-2,http://nomura-h.esnet.ed.jp/
愛媛県,新田青雲中等教育学校,791-8551,愛媛県 松山市山西町600-1,https://www.nitta-seiun.ed.jp
愛媛県,新居浜南高等学校,792-0836,愛媛県 新居浜市篠場町1-32,https://niihamaminami-h.esnet.ed.jp/
愛媛県,今治北高等学校,794-0052,愛媛県 今治市宮下町2-2-14,https://imabarikita-h.esnet.ed.jp/
愛媛県,松山南高等学校,790-8506,愛媛県 松山市末広町11-1,https://matsuyamaminami-h.esnet.ed.jp/
愛媛県,今治西高等学校,794-0055,愛媛県 今治市中日吉町3-5-47,https://imabarinishi-h.esnet.ed.jp/
愛媛県,松山北高等学校,790-0826,愛媛県 松山市文京町4-1,http://matsuyamakita-h.esnet.ed.jp/
愛媛県,西条高等学校,793-8509,愛媛県 西条市明屋敷234,https://saijo-h.esnet.ed.jp/
愛媛県,三島高等学校,799-0405,愛媛県 四国中央市三島中央5-11-30,http://ehm-mishima-h.esnet.ed.jp/
愛媛県,愛媛大学附属高等学校,790-8566,愛媛県 松山市樽味3-2-40,https://www.hi.ehime-u.ac.jp/index.php
愛媛県,土居高等学校,799-0701,愛媛県 四国中央市土居町中村892,https://doi-h.esnet.ed.jp
愛媛県,新居浜東高等学校,792-0864,愛媛県 新居浜市東雲町2-9-1,http://www.niihamahigashi-h.ed.jp/
愛媛県,帝京第五高等学校,795-0072,愛媛県 大洲市新谷甲233,https://www.ntu.ac.jp/teikyo5/
愛媛県,松山南高等学校・砥部分校,791-2141,愛媛県 伊予郡砥部町岩谷口7番地,https://matsuyamaminami-h-b.esnet.ed.jp/
愛媛県,丹原高等学校,791-0502,愛媛県 西条市丹原町願連寺163,http://tambara-h.esnet.ed.jp/cms/
愛媛県,ＦＣ今治高等学校里山校,794-0081,愛媛県 今治市阿方甲287,https://fcihs-satoyama.ed.jp/
愛媛県,東予高等学校,799-1371,愛媛県 西条市周布650,http://toyo-h.esnet.ed.jp/index.htm
愛媛県,新居浜工業高等学校,792-0004,愛媛県 新居浜市北新町8-1,http://niihama-th.esnet.ed.jp/
愛媛県,川之江高等学校,799-0101,愛媛県 四国中央市川之江町2257,https://kawanoe-h.esnet.ed.jp/
愛媛県,小松高等学校,799-1101,愛媛県 西条市小松町新屋敷乙42-1,http://ehm-komatsu-h.esnet.ed.jp/cms
愛媛県,新居浜西高等学校,792-0024,愛媛県 新居浜市宮西町4-46,http://niihamanishi-h.esnet.ed.jp/
愛媛県,西条農業高等学校,793-0035,愛媛県 西条市福武甲2093,https://ehm-saijo-ah.esnet.ed.jp/
愛媛県,今治南高等学校,794-0015,愛媛県 今治市常盤町7-2-17,https://imabariminami-h.esnet.ed.jp/
愛媛県,松山北高等学校・中島分校,791-4501,愛媛県 松山市中島大浦3100-1,http://matsuyamakita-h-b.esnet.ed.jp/cms/
愛媛県,新居浜商業高等学校,792-0821,愛媛県 新居浜市瀬戸町2-16,http://niihama-ch.esnet.ed.jp/
愛媛県,大洲農業高等学校,795-0064,愛媛県 大洲市東大洲15-1,https://ohzu-ah.esnet.ed.jp/
愛媛県,吉田高等学校,799-3794,愛媛県 宇和島市吉田町北小路甲10,http://ehm-yoshida-h.esnet.ed.jp/cms/
愛媛県,南宇和高等学校,798-4192,愛媛県 南宇和郡愛南町御荘平城3269,https://minamiuwa-h.esnet.ed.jp/
愛媛県,今治西高等学校・伯方分校,794-2301,愛媛県 今治市伯方町有津甲2358,https://ehm-hakata-h.esnet.ed.jp/
愛媛県,宇和島東高等学校,798-0066,愛媛県 宇和島市文京町1-1,https://uwajimahigashi-h.esnet.ed.jp/
愛媛県,弓削高等学校,794-2505,愛媛県 越智郡上島町弓削明神305,https://ehm-yuge-h.esnet.ed.jp/
愛媛県,宇和島東高等学校津島分校,798-3302,愛媛県 宇和島市津島町高田甲2469-1,https://ehm-tsushima-h.esnet.ed.jp/
愛媛県,内子高等学校,791-3301,愛媛県 喜多郡内子町内子3397,https://uchiko-h.esnet.ed.jp/
愛媛県,上浮穴高等学校,791-1206,愛媛県 上浮穴郡久万高原町上野尻甲486,https://kamiukena-h.esnet.ed.jp/
愛媛県,松山中央高等学校,791-1114,愛媛県 松山市井門町1220,http://matsuyamachuo-h.esnet.ed.jp/
愛媛県,松山商業高等学校,790-8530,愛媛県 松山市旭町71,http://matsuyama-ch.esnet.ed.jp/
愛媛県,内子高等学校　小田分校,791-3502,愛媛県 喜多郡内子町寺村978,https://oda-h.esnet.ed.jp/
愛媛県,伊予農業高等学校,799-3111,愛媛県 伊予市下吾川1433,https://iyo-ah.esnet.ed.jp/
愛媛県,今治北高等学校・大三島分校,794-1304,愛媛県 今治市大三島町宮浦5297-2,https://ohmishima-h.esnet.ed.jp/
愛媛県,今治工業高等学校,794-0822,愛媛県 今治市河南町1-1-36,https://imabari-th.esnet.ed.jp/
愛媛県,北宇和高等学校三間分校,798-1115,愛媛県 宇和島市三間町戸雁764-3,https://mima-h.esnet.ed.jp/
愛媛県,北宇和高等学校,798-1397,愛媛県 北宇和郡鬼北町近永942,http://kitauwa-h.esnet.ed.jp/
愛媛県,松山工業高等学校,790-0021,愛媛県 松山市真砂町1,https://matsuyama-th.esnet.ed.jp/
愛媛県,宇和高等学校,797-0015,愛媛県 西予市宇和町卯之町4-190-1,https://uwa-h.esnet.ed.jp/
愛媛県,北条高等学校,799-2493,愛媛県 松山市北条辻600-1,http://ehm-hojo-h.esnet.ed.jp/
愛媛県,川之石高等学校,796-0201,愛媛県 八幡浜市保内町川之石1番耕地112番地,https://kawanoishi-h.esnet.ed.jp/
愛媛県,長浜高等学校,799-3401,愛媛県 大洲市長浜甲480-1,https://ehm-nagahama-h.esnet.ed.jp/
愛媛県,東温高等学校,791-0204,愛媛県 東温市志津川960,http://tohon-h.esnet.ed.jp/html/
愛媛県,八幡浜工業高等学校,796-8003,愛媛県 八幡浜市古町2-3-1,http://yawatahama-th.esnet.ed.jp/
愛媛県,大洲高等学校,795-8502,愛媛県 大洲市大洲737,https://ehm-ohzu-h.esnet.ed.jp/
愛媛県,伊予高等学校,791-3102,愛媛県 伊予郡松前町北黒田119番地2,https://iyo-h.esnet.ed.jp/
愛媛県,八幡浜高等学校,796-0010,愛媛県 八幡浜市松柏丙654,https://yawatahama-h.esnet.ed.jp/
愛媛県,宇和島水産高等学校,798-0068,愛媛県 宇和島市明倫町1-2-20,https://uwajimasuisan-h.esnet.ed.jp/
愛媛県,松山東高等学校,790-8521,愛媛県 松山市持田町2-2-12,https://matsuyamahigashi-h.esnet.ed.jp/
愛媛県,八幡浜高等学校（定時制）,796-0010,愛媛県 八幡浜市松柏丙654,http://yawatahama-h.esnet.ed.jp/
愛媛県,松山学院高等学校,790-8550,愛媛県 松山市北久米町815,https://mg-h.ed.jp/
愛媛県,新田高等学校,791-8604,愛媛県 松山市山西町663,https://www.nitta.ac.jp/
愛媛県,松山東高等学校（通信制）,790-8521,愛媛県 松山市持田町2-2-12,http://matsuyamahigashi-h.esnet.ed.jp/tuusinsei/Frameset-index.html
愛媛県,今治西高等学校（定時制）,794-0055,愛媛県 今治市中日吉町3-5-47,http://imabarinishi-h.esnet.ed.jp/
愛媛県,新居浜西高等学校（定時制）,792-0024,愛媛県 新居浜市宮西町4-46,http://niihamanishi-h.esnet.ed.jp/
愛媛県,松山南高等学校（定時制）,790-8506,愛媛県 松山市末広町11-1,http://matsuyamaminami-h.esnet.ed.jp/
愛媛県,松山工業高等学校（定時制）,790-0021,愛媛県 松山市真砂町1,http://matsuyama-th.esnet.ed.jp/
愛媛県,松山聖陵高等学校,791-8016,愛媛県 松山市久万ノ台1112,https://matsuyamaseiryo-h.ed.jp/
愛媛県,今治精華高等学校（通信制）,794-0055,愛媛県 今治市中日吉町2-1-34,http://www.imabariseika.ac.jp/index_pc.htm
愛媛県,川之江高等学校（定時制）,799-0101,愛媛県 四国中央市川之江町2257,http://kawanoe-h.esnet.ed.jp/
愛媛県,日本ウェルネス高等学校　今治本校（通信制）,794-1307,愛媛県 今治市大三島町口総4010,https://www.taiken.ac.jp/gakuin/index.html
愛媛県,松山東雲高等学校,790-8541,愛媛県 松山市大街道3-2-24,https://www.shinonome.ac.jp/
愛媛県,未来高等学校新居浜分校（通信制）,792-0812,愛媛県 新居浜市坂井町1-9-23,http://www.kawahara.ac.jp/mirai-hs/exam/niihama/
愛媛県,大洲高等学校・肱川分校（定時制）,797-1503,愛媛県 大洲市肱川町宇和川3395,
愛媛県,西条高等学校（定時制）,793-8509,愛媛県 西条市明屋敷234,http://saijo-h.esnet.ed.jp/cms/
愛媛県,未来高等学校（通信制）,790-0001,愛媛県 松山市一番町１丁目1-3,http://www.kawahara.ac.jp/mirai-hs/
愛媛県,松山商業高等学校（定時制）,790-0876,愛媛県 松山市旭町71,http://matsuyama-ch.esnet.ed.jp/teijisei2009/teijihp.htm
愛媛県,済美平成中等教育学校,791-0054,愛媛県 松山市空港通5-6-3,https://www.saibi-heisei.ed.jp
愛媛県,聖カタリナ学園高等学校,790-8557,愛媛県 松山市藤原町468,https://catalina.ed.jp/
愛知県,飛鳥未来きずな高等学校　名古屋キャンパス（通信制）,453-0013,愛知県 名古屋市中村区亀島1丁目5番24号2,
愛知県,愛知工業大学名電高等学校,464-8540,愛知県 名古屋市千種区若水3-2-12,https://www.meiden.ed.jp/
愛知県,豊田大谷高等学校,470-0344,愛知県 豊田市保見町南山1,https://toyotaotani.owari.ac.jp/
愛知県,北海道芸術高等学校　名古屋キャンパス（通信制）,453-0015,愛知県 名古屋市中村区椿町11-2,http://www.hokugei.jp/
愛知県,古知野高等学校,483-8331,愛知県 江南市古知野町高瀬1,https://kochino-h.com/
愛知県,誉高等学校,485-0821,愛知県 小牧市本庄郷浦2613-2,https://homare.ac.jp/index.html
愛知県,半田商業高等学校,475-0912,愛知県 半田市白山町2-30,https://handa-ch.aichi-c.ed.jp/cms/
愛知県,飛鳥未来高等学校　名古屋キャンパス（通信制）,451-0045,愛知県 名古屋市西区名駅2-20-18,
愛知県,星城高等学校,470-1161,愛知県 豊明市栄町新左山20,https://www.seijoh.ed.jp/
愛知県,同朋高等学校,453-8540,愛知県 名古屋市中村区稲葉地町7-1,https://www.doho-h.ed.jp/
愛知県,飛鳥未来きぼう高等学校　名駅伏見キャンパス（通信制）,450-0002,愛知県 名古屋市中村区名駅5-38-5名駅D-1ビル 3階,
愛知県,享栄高等学校,467-8626,愛知県 名古屋市瑞穂区汐路町1-26,https://www.kyoei-h.ed.jp/
愛知県,名古屋高等学校,461-8676,愛知県 名古屋市東区砂田橋2-1-58,https://www.meigaku.ac.jp/
愛知県,名古屋葵大学高等学校,467-8611,愛知県 名古屋市瑞穂区汐路町4-21,https://www.nagoya-aoi.ed.jp/
愛知県,愛知高等学校,464-8520,愛知県 名古屋市千種区光が丘2-11-41,https://www.aichi-h.ed.jp
愛知県,愛知商業高等学校,461-0025,愛知県 名古屋市東区徳川1-12-1,https://aichi-ch.aichi-c.ed.jp/
愛知県,黄柳野高等学校,441-1623,愛知県 新城市黄柳野池田663-1,http://tsugeno.ac.jp/
愛知県,大同大学大同高等学校,457-0811,愛知県 名古屋市南区大同町2-21,https://www.daido-h.ed.jp/
愛知県,名古屋経済大学高蔵高等学校,467-8558,愛知県 名古屋市瑞穂区高田町3丁目28-1,https://www.takakura-hj.info/
愛知県,豊橋中央高等学校,440-0856,愛知県 豊橋市鍵田町106番地,https://toyohashi-chuo.ed.jp/
愛知県,啓明学館高等学校,451-0043,愛知県 名古屋市西区新道1-23-15,http://keimeigakkan-h.ed.jp/
愛知県,豊川高等学校,442-0029,愛知県 豊川市末広通1-37,https://toyokawa.ed.jp/
愛知県,愛知みずほ大学瑞穂高等学校,467-8521,愛知県 名古屋市瑞穂区春敲町2-13,https://www.aichi-mizuho.ac.jp/mhs/
愛知県,至学館高等学校,461-0047,愛知県 名古屋市東区大幸南2-1-10,https://www.shigakukan-h.ed.jp
愛知県,杜若高等学校,470-0331,愛知県 豊田市平戸橋町波岩87-1,http://www.tojaku-h.ed.jp/
愛知県,桜花学園高等学校,466-0013,愛知県 名古屋市昭和区緑町1-7,https://ohka-hs.com/
愛知県,飛鳥未来きぼう高等学校　名古屋キャンパス（通信制）,451-0051,愛知県 名古屋市西区則武新町3-1-17BIZrium 名古屋5階,
愛知県,誠信高等学校,480-0104,愛知県 丹羽郡扶桑町斉藤本新須1,http://www.a-seishin.ed.jp/
愛知県,栄徳高等学校,480-1103,愛知県 長久手市岩作三ケ峯1-32,https://www.eitoku-h.ed.jp/
愛知県,名古屋経済大学市邨高等学校,464-8533,愛知県 名古屋市千種区北千種3-1-37,https://www.ichimura.ed.jp/
愛知県,Ｎ高等学校・Ｓ高等学校　東岡崎キャンパス（通信制）,444-0864,愛知県 岡崎市明大寺町川端19-14山七ビルＡＮＮＥＸ１階,
愛知県,Ｎ高等学校・Ｓ高等学校　名駅キャンパス（通信制）,451-0042,愛知県 名古屋市西区那古野2-11-23新名古屋ビル7階,
愛知県,Ｎ高等学校・Ｓ高等学校　豊田キャンパス（通信制）,471-0027,愛知県 豊田市喜多町2-170KiTARAブルー棟4階,
愛知県,Ｎ高等学校・Ｓ高等学校　名古屋栄キャンパス（通信制）,460-0004,愛知県 名古屋市中区新栄町2-3YWCAビル6階,
愛知県,鳴海高等学校,458-0825,愛知県 名古屋市緑区左京山801,https://narumi-h.aichi-c.ed.jp/cms/
愛知県,長久手高等学校,480-1103,愛知県 長久手市岩作高山38,http://www.nagakute-h.aichi-c.ed.jp/
愛知県,愛知教育大学附属高等学校,448-8545,愛知県 刈谷市井ケ谷町広沢1,https://www.auehs.aichi-edu.ac.jp/
愛知県,春日井泉高等学校,486-0812,愛知県 春日井市大泉寺町1059-1,https://kasugaiizumi-h.jp/
愛知県,旭丘高等学校,461-0032,愛知県 名古屋市東区出来町3-6-15,https://aichi-asahigaoka.ed.jp/
愛知県,瀬戸工科高等学校,489-0883,愛知県 瀬戸市東権現町22-1,https://seto-te.aichi-c.ed.jp/
愛知県,名古屋工科高等学校,457-0063,愛知県 名古屋市南区阿原町1,https://nagoya-te.aichi-c.ed.jp/cms/
愛知県,名古屋西高等学校,451-8561,愛知県 名古屋市西区天神山町4-7,https://nagoyanishi-h.aichi-c.ed.jp/cms/
愛知県,松蔭高等学校,453-0855,愛知県 名古屋市中村区烏森町2-2,https://aichi-shoin.jp/
愛知県,熱田高等学校,456-0054,愛知県 名古屋市熱田区千年1-17-71,https://atsuta-h.aichi-c.ed.jp/cms/
愛知県,愛知県立中村高等学校,453-0068,愛知県 名古屋市中村区菊水町1-2-18,https://aichi-nakamura.jp/
愛知県,愛知県立明和高等学校,461-0011,愛知県 名古屋市東区白壁2-32-6,https://meiwa-h.aichi-c.ed.jp/
愛知県,名古屋大学教育学部附属高等学校,464-8601,愛知県 名古屋市千種区不老町,https://highschl.educa.nagoya-u.ac.jp/
愛知県,東郷高等学校,470-0162,愛知県 愛知郡東郷町春木狐塚3801-2,https://togo-h.aichi-c.ed.jp/cms/
愛知県,瀬戸高等学校,489-0988,愛知県 瀬戸市東山町1-5,https://seto-h.aichi-c.ed.jp/
愛知県,惟信高等学校,455-0823,愛知県 名古屋市港区惟信町2-262,https://ishin-hs.jp/
愛知県,春日井西高等学校,486-0808,愛知県 春日井市田楽町1320,https://kasugainishi-h.aichi-c.ed.jp/
