高校名,学校独自URL,生徒数,国公立合格者数,合格率
国際基督教大学高等学校,https://icu-h.ed.jp/,-,-,-
東京純心女子高等学校,http://www.t-junshin.ac.jp/jhs/,-,-,-
創価高等学校,https://tokyo-senior.soka.ed.jp/,-,-,-
豊島岡女子学園高等学校,https://www.toshimagaoka.ed.jp/,202505,-,-
立川高等学校（定時制）,https://www.metro.ed.jp/tachikawa-he/,-,-,-
大山高等学校（定時制）,https://www.metro.ed.jp/ohyama-he/,-,-,-
神代高等学校（定時制）,https://www.metro.ed.jp/jindai-he/,-,-,-
第三商業高等学校（定時制）,https://www.metro.ed.jp/daisansyogyo-he/,-,-,-
穎明館高等学校,https://www.emk.ac.jp/,-,-,-
小金井工科高等学校（定時制）,https://www.metro.ed.jp/koganeikoka-he/,-,-,-
大妻多摩高等学校,https://www.otsuma-tama.ed.jp/,-,-,-
第五商業高等学校（定時制）,https://www.metro.ed.jp/daigosyogyo-he/,-,-,-
葛飾商業高等学校（定時制）,https://www.metro.ed.jp/katsushikasyogyo-he/,-,-,-
園芸高等学校（定時制）,https://www.metro.ed.jp/engei-he/,-,-,-
中野工科高等学校（定時制）,https://www.metro.ed.jp/nakanokoka-he/,-,-,-
五日市高等学校（定時制）,https://itsukaichi-h.metro.ed.jp/tei/index.html,-,-,-
大崎高等学校（定時制）,https://www.metro.ed.jp/osaki-he/,-,-,-
大島高等学校（定時制）,https://www.metro.ed.jp/oshima-he/,-,-,-
多摩大学附属聖ヶ丘高等学校,https://www.hijirigaoka.ed.jp/,-,-,-
明治大学付属八王子高等学校,https://www.mnh.ed.jp/,8,-,-
墨田工科高等学校（定時制）,https://www.metro.ed.jp/sumidakoka-he/,-,-,-
東京都立総合工科高等学校（定時制）,https://www.metro.ed.jp/sogokoka-he/,-,-,-
荒川工科高等学校（定時制）,https://www.metro.ed.jp/arakawakoka-he/,-,-,-
東京都立工芸高等学校（定時制）,https://www.metro.ed.jp/kogei-he/,-,-,-
大原学園美空高等学校（通信制）,http://ohs.o-hara.ac.jp,-,-,-
小山台高等学校（定時制）,https://koyamadai-h.metro.ed.jp/site/tei/,-,-,-
葛西南高等学校（定時制）,https://www.metro.ed.jp/kasaiminami-he/,-,-,-
江戸川高等学校（定時制）,https://www.metro.ed.jp/edogawa-he/,-,-,-
蔵前工科高等学校（定時制）,https://www.metro.ed.jp/kuramaekoka-he/,-,-,-
大森高等学校（定時制）,https://www.metro.ed.jp/omori-he/,-,-,-
豊島高等学校（定時制）,https://www.metro.ed.jp/toshima-he/,-,-,-
北豊島工科高等学校（定時制）,https://www.metro.ed.jp/kitatoshimakoka-he/,-,-,-
桜町高等学校（定時制）,https://www.metro.ed.jp/sakuramachi-he/,-,-,-
足立高等学校（定時制）,https://www.metro.ed.jp/adachi-he/,-,-,-
総合芸術高等学校,https://www.metro.ed.jp/sogo-geijutsu-h/,-,-,-
国士舘高等学校（定時制）,http://teiji.kokushikan.ed.jp,-,-,-
八洲学園高等学校　東京・新宿キャンパス（通信制）,http://www.yashima.ac.jp/hs/,-,-,-
世田谷泉高等学校（定時制）,https://www.metro.ed.jp/setagayaizumi-he/,-,-,-
農芸高等学校（定時制）,https://www.metro.ed.jp/nogei-he/,-,-,-
東海大学付属望星高等学校　東京校（通信制）,http://www.bosei.tokai.ed.jp/,-,-,-
農産高等学校（定時制）,https://www.metro.ed.jp/nosan-he/,-,-,-
桐ヶ丘高等学校（定時制）,https://www.metro.ed.jp/kirigaoka-he/,-,-,-
瑞穂農芸高等学校（定時制）,https://www.metro.ed.jp/mizuhonogei-he/,-,-,-
三鷹中等教育学校,http://www.mitakachuto-e.metro.tokyo.jp,-,-,-
町田高等学校（定時制）,https://machida-h.metro.ed.jp/tei/teitop.htm,-,-,-
南葛飾高等学校（定時制）,https://www.metro.ed.jp/minamikatsushika-he/,-,-,-
飛鳥高等学校（定時制）,https://www.metro.ed.jp/asuka-he/,-,-,-
青梅総合高等学校（定時制）,https://www.metro.ed.jp/ome-sogo-he/,-,-,-
都立農業高等学校（定時制）,https://www.metro.ed.jp/nogyo-he/,-,-,-
東京都立科学技術高等学校,https://www.metro.ed.jp/kagakugijyutu-h/,-,-,-
つばさ総合高等学校,https://www.metro.ed.jp/tsubasasogo-h/,-,-,-
新宿山吹高等学校（通信制）,https://www.metro.ed.jp/shinjukuyamabuki-h/,-,-,-
八丈高等学校（定時制）,https://www.metro.ed.jp/hachijo-he/,-,-,-
北豊島高等学校（通信制）,http://www.kitatoshima.ac.jp/,-,-,-
新宿山吹高等学校（定時制）,https://www.metro.ed.jp/shinjukuyamabuki-h/,-,-,-
松原高等学校（定時制）,https://www.metro.ed.jp/matsubara-he/,-,-,-
駿台学園高等学校（定時制）,http://www.sundaigakuen.ac.jp/,1,-,-
多摩科学技術高等学校,https://www.metro.ed.jp/tamakagakugijutsu-h/,3,-,-
クラーク記念国際高等学校　東京キャンパス（通信制）,http://www.clark.ed.jp/,-,-,-
ＮＨＫ学園高等学校（通信制）,http://www.n-gaku.jp,-,-,-
福生高等学校（定時制）,https://www.metro.ed.jp/fussa-he/,-,-,-
明聖高等学校 中野キャンパス（通信制）,https://www.meisei-hs.ac.jp/nakano_hs/,-,-,-
目黒日本大学高等学校（通信制）,https://www.meguro-nichidai.ed.jp/tsushin/,-,-,-
東京学芸大学附属国際中等教育学校,http://www.iss.oizumi.u-gakugei.ac.jp/,-,-,-
東京都立王子総合高等学校,https://www.metro.ed.jp/oujisogo-h/,-,-,-
千早高等学校,https://www.metro.ed.jp/chihaya-h/,-,-,-
九段中等教育学校,http://www.kudan.ed.jp/,-,-,-
六郷工科高等学校,https://rokugokoka-h.metro.ed.jp/,-,-,-
代々木高等学校　東京本部（通信制）,https://yoyogi.net/,-,-,-
順天堂大学系属理数インター高等学校,https://www.hosen.ed.jp/shs/,-,-,-
一橋高等学校（通信制）,https://www.metro.ed.jp/hitotsubashi-hc/,-,-,-
稔ヶ丘高等学校（定時制）,https://www.metro.ed.jp/minorigaoka-he/,-,-,-
上水高等学校,https://www.metro.ed.jp/josui-h/,-,-,-
砂川高等学校（通信制）,https://www.metro.ed.jp/sunagawa-hc/,-,-,-
美原高等学校,https://www.metro.ed.jp/mihara-h/,-,-,-
東京都立南多摩中等教育学校,https://www.metro.ed.jp/minamitama-s/,-,-,-
町田総合高等学校,http://www.machida-sogo-h.metro.tokyo.jp/,-,-,-
東京成徳大学高等学校（中高一貫部）,https://www.tokyoseitoku.jp/js/,-,-,-
若葉総合高等学校,https://www.metro.ed.jp/wakabasogo-h/,-,-,-
桜修館中等教育学校,http://www.oshukanchuto-e.metro.tokyo.jp/site/zen/,-,-,-
大泉桜高等学校,https://www.metro.ed.jp/oizumisakura-h/,-,-,-
小石川中等教育学校（高等課程）,https://www.metro.ed.jp/koishikawa-s/,-,-,-
立志舎高等学校（通信制）,https://www.risshisha.ed.jp/,-,-,-
大江戸高等学校（定時制）,https://www.metro.ed.jp/oedo-he/,-,-,-
中央大学高等学校,https://www.cu-hs.chuo-u.ac.jp/,-,-,-
六郷工科高等学校（定時制）,https://rokugokoka-h.metro.ed.jp/,-,-,-
八王子拓真高等学校（定時制）,https://hachioji-takushin-h.metro.ed.jp/pc/index.html,-,-,-
立川国際中等教育学校,http://www.tachikawachuto-e.metro.tokyo.jp/site/zen/,-,-,-
翔陽高等学校,https://www.metro.ed.jp/shoyo-h/,-,-,-
ドルトン東京学園高等部,https://www.daltontokyo.ed.jp/,-,-,-
大智学園高等学校　東京校（通信制）,https://www.daichi.ed.jp/,-,-,-
赤羽北桜高等学校,https://www.metro.ed.jp/akabanehokuo-h/,-,-,-
